Sample	Mut_Rate	Fitness	Nodes	Leaves	Tree_Score
Clonal_evolution_82248551.dat	0.000006000000	0.002000000000	2	1	0.000000
Clonal_evolution_82248740.dat	0.000005000000	0.000400000000	4	3	0.666667
Clonal_evolution_82254689.dat	0.000010000000	0.010000000000	1	1	0.000000
Clonal_evolution_82257108.dat	0.000008000000	0.900000000000	1	1	0.000000
Clonal_evolution_82261355.dat	0.000080000000	0.006000000000	4	3	0.666667
Clonal_evolution_82261744.dat	0.000000500000	0.000500000000	2	1	0.000000
Clonal_evolution_82261906.dat	0.000070000000	0.500000000000	1	1	0.000000
Clonal_evolution_82268093.dat	0.000006000000	0.050000000000	1	1	0.000000
Clonal_evolution_8227083.dat	0.000000600000	0.000500000000	1	1	0.000000
Clonal_evolution_82271965.dat	0.000000500000	0.000100000000	1	1	0.000000
Clonal_evolution_82271982.dat	0.000003000000	0.000300000000	3	2	0.500000
Clonal_evolution_82278474.dat	0.000004000000	0.002000000000	1	1	0.000000
Clonal_evolution_82279424.dat	0.000004000000	0.000800000000	2	1	0.000000
Clonal_evolution_82280646.dat	0.000003000000	0.000400000000	1	1	0.000000
Clonal_evolution_82283589.dat	0.000001000000	0.003000000000	1	1	0.000000
Clonal_evolution_82285165.dat	0.000040000000	0.050000000000	1	1	0.000000
Clonal_evolution_82290074.dat	0.000000800000	0.007000000000	1	1	0.000000
Clonal_evolution_82290148.dat	0.000010000000	0.002000	1	1	0.000000
Clonal_evolution_82294536.dat	0.000050000000	0.003000000000	3	2	0.500000
Clonal_evolution_82301139.dat	0.000010000000	0.000300000000	3	2	0.500000
Clonal_evolution_82302497.dat	0.000002000000	0.002000000000	1	1	0.000000
Clonal_evolution_82310603.dat	0.000400000000	0.000900000000	11	7	0.814286
Clonal_evolution_82314776.dat	0.000000900000	0.500000000000	1	1	0.000000
Clonal_evolution_82323155.dat	0.000000100000	0.000100000000	1	1	0.000000
Clonal_evolution_82323907.dat	0.000000500000	0.000500000000	1	1	0.000000
Clonal_evolution_82330714.dat	0.000400000000	0.002000000000	10	7	0.857143
Clonal_evolution_82331695.dat	0.000000100000	0.050000000000	1	1	0.000000
Clonal_evolution_82331767.dat	0.000070000000	0.000100000000	9	6	0.833333
Clonal_evolution_82332214.dat	0.000080000000	0.004000000000	5	3	0.666667
Clonal_evolution_82332980.dat	0.000000200000	0.000600000000	1	1	0.000000
Clonal_evolution_82334414.dat	0.000000700000	0.002000000000	1	1	0.000000
Clonal_evolution_8233572.dat	0.000007000000	0.009000000000	2	1	0.000000
Clonal_evolution_82335902.dat	0.000030000000	0.000800000000	7	6	0.833333
Clonal_evolution_82341188.dat	0.000000300000	0.002000000000	2	1	0.000000
Clonal_evolution_82346454.dat	0.000090000000	0.100000000000	2	1	0.000000
Clonal_evolution_8234766.dat	0.000008000000	0.004000000000	1	1	0.000000
Clonal_evolution_82348719.dat	0.000007000000	0.002000000000	1	1	0.000000
Clonal_evolution_82351203.dat	0.000004000000	0.000800000000	1	1	0.000000
Clonal_evolution_82352141.dat	0.000100000000	0.007000	6	4	0.750000
Clonal_evolution_82354043.dat	0.000000300000	0.010000000000	1	1	0.000000
Clonal_evolution_82357533.dat	0.000000500000	0.009000000000	1	1	0.000000
Clonal_evolution_82359340.dat	0.000050000000	0.002000000000	4	3	0.666667
Clonal_evolution_82360574.dat	0.000000600000	0.001000000000	1	1	0.000000
Clonal_evolution_82365525.dat	0.000002000000	0.900000000000	1	1	0.000000
Clonal_evolution_8236880.dat	0.000050000000	0.004000000000	7	5	0.800000
Clonal_evolution_82371535.dat	0.000007000000	0.000700000000	1	1	0.000000
Clonal_evolution_82372041.dat	0.000700000000	0.009000000000	11	9	0.855556
Clonal_evolution_8237261.dat	0.000070000000	0.007000000000	2	1	0.000000
Clonal_evolution_82373340.dat	0.000000800000	0.010000000000	1	1	0.000000
Clonal_evolution_82373824.dat	0.000050000000	0.001000000000	7	5	0.766667
Clonal_evolution_823765.dat	0.000005000000	0.000800000000	1	1	0.000000
Clonal_evolution_82378495.dat	0.000000200000	0.500000000000	1	1	0.000000
Clonal_evolution_82378841.dat	0.000009000000	0.010000000000	2	1	0.000000
Clonal_evolution_8237981.dat	0.000000700000	0.000900000000	1	1	0.000000
Clonal_evolution_82380383.dat	0.000000100000	0.000900000000	1	1	0.000000
Clonal_evolution_82380568.dat	0.000000300000	0.050000000000	1	1	0.000000
Clonal_evolution_82381419.dat	0.000005000000	0.000700000000	3	2	0.500000
Clonal_evolution_82382178.dat	0.000006000000	0.009000000000	1	1	0.000000
Clonal_evolution_82383032.dat	0.000050000000	0.006000000000	2	1	0.000000
Clonal_evolution_82383976.dat	0.000070000000	0.009000000000	4	3	0.666667
Clonal_evolution_82387849.dat	0.000000500000	0.001000000000	1	1	0.000000
Clonal_evolution_82389551.dat	0.000900000000	0.100000000000	6	4	0.750000
Clonal_evolution_82394594.dat	0.000050000000	0.006000000000	2	1	0.000000
Clonal_evolution_82395531.dat	0.000009000000	0.000400000000	2	1	0.000000
Clonal_evolution_82396331.dat	0.000020000000	0.004000000000	2	1	0.000000
Clonal_evolution_82400907.dat	0.000500000000	0.007000000000	10	7	0.841270
Clonal_evolution_82400983.dat	0.000006000000	0.000900000000	2	1	0.000000
Clonal_evolution_82408496.dat	0.000000800000	0.002000000000	1	1	0.000000
Clonal_evolution_82411796.dat	0.000002000000	0.000800000000	1	1	0.000000
Clonal_evolution_8241316.dat	0.000900000000	0.006000000000	10	7	0.777778
Clonal_evolution_8241579.dat	0.000000300000	0.002000000000	1	1	0.000000
Clonal_evolution_82417192.dat	0.000050000000	0.000800000000	3	2	0.500000
Clonal_evolution_82417900.dat	0.000000900000	0.006000000000	1	1	0.000000
Clonal_evolution_82421215.dat	0.000009000000	0.009000000000	1	1	0.000000
Clonal_evolution_82421844.dat	0.000005000000	0.004000000000	1	1	0.000000
Clonal_evolution_8242748.dat	0.000600000000	0.004000000000	19	14	0.928571
Clonal_evolution_82427838.dat	0.000008000000	0.004000	1	1	0.000000
Clonal_evolution_82429067.dat	0.000008000000	0.009000000000	1	1	0.000000
Clonal_evolution_8243196.dat	0.000050000000	0.009000000000	4	3	0.666667
Clonal_evolution_82432859.dat	0.000000500000	0.000900000000	1	1	0.000000
Clonal_evolution_82433472.dat	0.000000200000	0.000400000000	1	1	0.000000
Clonal_evolution_82433581.dat	0.000060000000	0.001000000000	8	5	0.771429
Clonal_evolution_82442248.dat	0.000090000000	0.007000000000	3	2	0.500000
Clonal_evolution_82445167.dat	0.000000300000	0.000200000000	1	1	0.000000
Clonal_evolution_82448891.dat	0.000090000000	0.009000000000	4	3	0.666667
Clonal_evolution_82448966.dat	0.000002000000	0.000500000000	1	1	0.000000
Clonal_evolution_82449930.dat	0.000001000000	0.900000000000	1	1	0.000000
Clonal_evolution_82450604.dat	0.000010000000	0.000600000000	2	1	0.000000
Clonal_evolution_82452139.dat	0.000008000000	0.006000000000	3	2	0.500000
Clonal_evolution_82455934.dat	0.000040000000	0.900000000000	1	1	0.000000
Clonal_evolution_82457157.dat	0.000000600000	0.000500000000	1	1	0.000000
Clonal_evolution_82462373.dat	0.000008000000	0.005000000000	2	1	0.000000
Clonal_evolution_82466877.dat	0.000003000000	0.005000000000	2	1	0.000000
Clonal_evolution_82469390.dat	0.000008	0.000400	3	2	0.500000
Clonal_evolution_8247120.dat	0.000070000000	0.500000000000	1	1	0.000000
Clonal_evolution_82472412.dat	0.000000300000	0.002000000000	1	1	0.000000
Clonal_evolution_82473490.dat	0.000007000000	0.005000000000	2	1	0.000000
Clonal_evolution_82480060.dat	0.000000300000	0.001000000000	1	1	0.000000
Clonal_evolution_82482870.dat	0.000006000000	0.000300000000	3	2	0.500000
Clonal_evolution_82483234.dat	0.000030000000	0.005000000000	4	3	0.666667
Clonal_evolution_8248335.dat	0.000800000000	0.004000000000	8	6	0.785714
Clonal_evolution_82483767.dat	0.000090000000	0.050000000000	4	3	0.666667
Clonal_evolution_82484325.dat	0.000003000000	0.000900000000	1	1	0.000000
Clonal_evolution_824867.dat	0.000000600000	0.000600000000	1	1	0.000000
Clonal_evolution_82486845.dat	0.000800000000	0.000100000000	1	1	0.000000
Clonal_evolution_82489436.dat	0.000009000000	0.000400000000	1	1	0.000000
Clonal_evolution_82494824.dat	0.000000800000	0.000900000000	1	1	0.000000
Clonal_evolution_82496119.dat	0.000080000000	0.000600000000	5	3	0.666667
Clonal_evolution_82497532.dat	0.000050000000	0.000800000000	7	6	0.833333
Clonal_evolution_82501191.dat	0.000004000000	0.003000000000	2	1	0.000000
Clonal_evolution_82501292.dat	0.000500000000	0.000900000000	7	5	0.733333
Clonal_evolution_82502872.dat	0.000040000000	0.000900000000	5	3	0.666667
Clonal_evolution_82508652.dat	0.000010000000	0.006000000000	1	1	0.000000
Clonal_evolution_82508776.dat	0.000000500000	0.003000000000	1	1	0.000000
Clonal_evolution_82511119.dat	0.000060000000	0.000500000000	6	3	0.666667
Clonal_evolution_82514651.dat	0.000000400000	0.500000000000	1	1	0.000000
Clonal_evolution_82517326.dat	0.000000800000	0.007000000000	1	1	0.000000
Clonal_evolution_82524105.dat	0.000030000000	0.001000000000	6	5	0.800000
Clonal_evolution_82527691.dat	0.000090000000	0.000300000000	10	4	0.638889
Clonal_evolution_82531425.dat	0.000000900000	0.000400000000	1	1	0.000000
Clonal_evolution_82531818.dat	0.000006000000	0.007000	1	1	0.000000
Clonal_evolution_82534260.dat	0.000070000000	0.007000000000	4	2	0.500000
Clonal_evolution_82535862.dat	0.000000100000	0.000800000000	1	1	0.000000
Clonal_evolution_82537196.dat	0.000070000000	0.050000000000	3	2	0.500000
Clonal_evolution_82545073.dat	0.000000700000	0.003000000000	1	1	0.000000
Clonal_evolution_82547225.dat	0.000000800000	0.000400000000	1	1	0.000000
Clonal_evolution_8255207.dat	0.000030000000	0.005000000000	2	1	0.000000
Clonal_evolution_82554929.dat	0.000003000000	0.900000000000	1	1	0.000000
Clonal_evolution_82558599.dat	0.000007000000	0.005000000000	3	2	0.500000
Clonal_evolution_82559727.dat	0.000003000000	0.004000000000	1	1	0.000000
Clonal_evolution_82560073.dat	0.000700000000	0.002000000000	9	6	0.729167
Clonal_evolution_8256195.dat	0.000030000000	0.500000000000	1	1	0.000000
Clonal_evolution_82569950.dat	0.000000100000	0.009000	1	1	0.000000
Clonal_evolution_82571036.dat	0.000009000000	0.003000000000	2	1	0.000000
Clonal_evolution_8257111.dat	0.000004000000	0.009000000000	1	1	0.000000
Clonal_evolution_82575713.dat	0.000090000000	0.000800000000	5	3	0.583333
Clonal_evolution_8257705.dat	0.000000400000	0.000300000000	1	1	0.000000
Clonal_evolution_82578051.dat	0.000000700000	0.000300000000	2	1	0.000000
Clonal_evolution_82580427.dat	0.000000900000	0.010000000000	1	1	0.000000
Clonal_evolution_82583154.dat	0.000008000000	0.000300000000	7	5	0.800000
Clonal_evolution_82584631.dat	0.000040000000	0.003000000000	3	1	0.000000
Clonal_evolution_8258509.dat	0.000006000000	0.000600000000	5	4	0.750000
Clonal_evolution_82585769.dat	0.000005000000	0.500000000000	1	1	0.000000
Clonal_evolution_82586677.dat	0.000070000000	0.000900000000	7	5	0.766667
Clonal_evolution_82588353.dat	0.000060000000	0.005000	5	4	0.750000
Clonal_evolution_82588679.dat	0.000060000000	0.003000000000	3	1	0.000000
Clonal_evolution_82589941.dat	0.000000700000	0.000300000000	2	1	0.000000
Clonal_evolution_82591182.dat	0.000001000000	0.100000000000	1	1	0.000000
Clonal_evolution_82592382.dat	0.000000400000	0.007000000000	1	1	0.000000
Clonal_evolution_82593200.dat	0.000080000000	0.000300000000	4	2	0.500000
Clonal_evolution_82596962.dat	0.000000200000	0.100000000000	1	1	0.000000
Clonal_evolution_82597805.dat	0.000006000000	0.000700000000	2	1	0.000000
Clonal_evolution_82597876.dat	0.000004000000	0.002000000000	1	1	0.000000
Clonal_evolution_82598283.dat	0.000009000000	0.001000000000	3	2	0.500000
Clonal_evolution_82598563.dat	0.000090000000	0.002000000000	7	6	0.833333
Clonal_evolution_82605558.dat	0.000040000000	0.007000	3	2	0.500000
Clonal_evolution_82605562.dat	0.000002000000	0.050000000000	1	1	0.000000
Clonal_evolution_82605894.dat	0.000100000000	0.001000000000	11	7	0.828571
Clonal_evolution_8260647.dat	0.000001000000	0.002000000000	1	1	0.000000
Clonal_evolution_82610172.dat	0.000000500000	0.002000000000	1	1	0.000000
Clonal_evolution_82614174.dat	0.000007000000	0.003000	2	1	0.000000
Clonal_evolution_82617118.dat	0.000030000000	0.009000000000	3	2	0.500000
Clonal_evolution_82621083.dat	0.000060000000	0.004000000000	3	2	0.500000
Clonal_evolution_82622359.dat	0.000000900000	0.000300000000	1	1	0.000000
Clonal_evolution_82622500.dat	0.000020000000	0.900000000000	1	1	0.000000
Clonal_evolution_8262827.dat	0.000080000000	0.000600000000	11	9	0.888889
Clonal_evolution_82630583.dat	0.000000900000	0.000800000000	1	1	0.000000
Clonal_evolution_82631400.dat	0.000009000000	0.000600000000	2	1	0.000000
Clonal_evolution_8263387.dat	0.001000000000	0.000500000000	2	1	0.000000
Clonal_evolution_82634466.dat	0.000008000000	0.050000000000	1	1	0.000000
Clonal_evolution_82636653.dat	0.000002000000	0.002000000000	1	1	0.000000
Clonal_evolution_82641875.dat	0.000000300000	0.000100000000	2	1	0.000000
Clonal_evolution_82642298.dat	0.000000900000	0.002000000000	2	1	0.000000
Clonal_evolution_82645592.dat	0.000060000000	0.000400000000	8	5	0.800000
Clonal_evolution_82645708.dat	0.000040000000	0.000900000000	6	4	0.600000
Clonal_evolution_82647611.dat	0.000002000000	0.000300000000	1	1	0.000000
Clonal_evolution_82650079.dat	0.000060000000	0.009000000000	2	1	0.000000
Clonal_evolution_82651783.dat	0.000080000000	0.009000000000	5	3	0.666667
Clonal_evolution_82654444.dat	0.000040000000	0.000700000000	7	5	0.800000
Clonal_evolution_82657099.dat	0.000080000000	0.900000000000	1	1	0.000000
Clonal_evolution_82657322.dat	0.000003000000	0.100000000000	1	1	0.000000
Clonal_evolution_82665459.dat	0.000002000000	0.003000000000	1	1	0.000000
Clonal_evolution_82665836.dat	0.000000500000	0.000900000000	1	1	0.000000
Clonal_evolution_82667549.dat	0.000020000000	0.000200000000	5	3	0.500000
Clonal_evolution_82668520.dat	0.000000700000	0.002000000000	1	1	0.000000
Clonal_evolution_82669560.dat	0.000005000000	0.000900000000	4	3	0.666667
Clonal_evolution_82669665.dat	0.000008000000	0.050000000000	1	1	0.000000
Clonal_evolution_82669728.dat	0.000000800000	0.000400000000	1	1	0.000000
Clonal_evolution_82669889.dat	0.000600000000	0.007000000000	7	5	0.700000
Clonal_evolution_8267810.dat	0.000002000000	0.002000000000	1	1	0.000000
Clonal_evolution_82680489.dat	0.000008000000	0.002000000000	3	2	0.500000
Clonal_evolution_82684850.dat	0.000050000000	0.900000000000	1	1	0.000000
Clonal_evolution_82692339.dat	0.000000700000	0.003000000000	1	1	0.000000
Clonal_evolution_82693258.dat	0.000004000000	0.003000000000	1	1	0.000000
Clonal_evolution_82697378.dat	0.000006000000	0.009000000000	1	1	0.000000
Clonal_evolution_82697795.dat	0.000008000000	0.010000000000	2	1	0.000000
Clonal_evolution_82702625.dat	0.000000200000	0.003000000000	1	1	0.000000
Clonal_evolution_82703364.dat	0.000010000000	0.500000000000	1	1	0.000000
Clonal_evolution_82707108.dat	0.000090000000	0.000300000000	13	10	0.891667
Clonal_evolution_82712117.dat	0.000000700000	0.006000000000	1	1	0.000000
Clonal_evolution_82716467.dat	0.000005000000	0.000200000000	5	4	0.750000
Clonal_evolution_82718182.dat	0.000006000000	0.003000000000	3	2	0.500000
Clonal_evolution_82719310.dat	0.000005000000	0.000600000000	2	1	0.000000
Clonal_evolution_82720990.dat	0.000003000000	0.010000000000	1	1	0.000000
Clonal_evolution_82723688.dat	0.000070000000	0.000500000000	8	5	0.685714
Clonal_evolution_8272402.dat	0.000050000000	0.000400000000	6	4	0.750000
Clonal_evolution_82732463.dat	0.000060000000	0.000500000000	7	5	0.700000
Clonal_evolution_82739013.dat	0.000005	0.005000	1	1	0.000000
Clonal_evolution_82740573.dat	0.000030000000	0.004000000000	7	5	0.800000
Clonal_evolution_82741882.dat	0.000020000000	0.100000000000	1	1	0.000000
Clonal_evolution_8274200.dat	0.000100000000	0.050000000000	2	1	0.000000
Clonal_evolution_8274288.dat	0.000006000000	0.000900000000	2	1	0.000000
Clonal_evolution_82744496.dat	0.000010000000	0.000100000000	5	3	0.666667
Clonal_evolution_82745279.dat	0.000000700000	0.000200000000	1	1	0.000000
Clonal_evolution_82755280.dat	0.000050000000	0.004000000000	5	3	0.666667
Clonal_evolution_8276273.dat	0.000090000000	0.001000000000	10	6	0.814815
Clonal_evolution_82767780.dat	0.000000800000	0.900000000000	1	1	0.000000
Clonal_evolution_82768571.dat	0.000004000000	0.000300000000	6	4	0.750000
Clonal_evolution_82768595.dat	0.000100000000	0.000200000000	9	5	0.750000
Clonal_evolution_82770635.dat	0.000050000000	0.002000000000	2	1	0.000000
Clonal_evolution_82773139.dat	0.000030000000	0.009000	2	1	0.000000
Clonal_evolution_82775179.dat	0.000007000000	0.000100000000	5	3	0.666667
Clonal_evolution_82777821.dat	0.000000500000	0.000900000000	1	1	0.000000
Clonal_evolution_82778186.dat	0.000020000000	0.003000000000	5	4	0.750000
Clonal_evolution_82782652.dat	0.000020000000	0.003000000000	3	2	0.500000
Clonal_evolution_82783683.dat	0.000000200000	0.000100000000	1	1	0.000000
Clonal_evolution_82783789.dat	0.000000100000	0.004000000000	1	1	0.000000
Clonal_evolution_82784409.dat	0.000002000000	0.900000000000	1	1	0.000000
Clonal_evolution_8278496.dat	0.000050000000	0.009000000000	5	3	0.666667
Clonal_evolution_82787514.dat	0.000070000000	0.005000000000	7	6	0.833333
Clonal_evolution_82787545.dat	0.000050000000	0.000800000000	4	2	0.333333
Clonal_evolution_82789289.dat	0.000000400000	0.000400000000	1	1	0.000000
Clonal_evolution_82789866.dat	0.000007000000	0.010000000000	1	1	0.000000
Clonal_evolution_82792850.dat	0.000001000000	0.005000000000	2	1	0.000000
Clonal_evolution_82793866.dat	0.000000600000	0.000300000000	3	2	0.500000
Clonal_evolution_82798571.dat	0.000007000000	0.000600000000	1	1	0.000000
Clonal_evolution_82802153.dat	0.000007000000	0.100000000000	1	1	0.000000
Clonal_evolution_82803517.dat	0.000008000000	0.007000000000	2	1	0.000000
Clonal_evolution_82807292.dat	0.000000800000	0.000500000000	2	1	0.000000
Clonal_evolution_82808961.dat	0.000008000000	0.005000000000	1	1	0.000000
Clonal_evolution_82809592.dat	0.000030000000	0.010000000000	2	1	0.000000
Clonal_evolution_82810489.dat	0.000001000000	0.100000000000	1	1	0.000000
Clonal_evolution_82811723.dat	0.000020000000	0.000700000000	5	3	0.500000
Clonal_evolution_82822453.dat	0.000009000000	0.500000000000	1	1	0.000000
Clonal_evolution_82823797.dat	0.000000800000	0.000400000000	1	1	0.000000
Clonal_evolution_82824698.dat	0.000005000000	0.010000000000	1	1	0.000000
Clonal_evolution_82827887.dat	0.000040000000	0.003000000000	2	1	0.000000
Clonal_evolution_82829349.dat	0.000008000000	0.007000000000	1	1	0.000000
Clonal_evolution_82830021.dat	0.000000500000	0.000100000000	4	3	0.666667
Clonal_evolution_82830103.dat	0.000020000000	0.000200000000	6	4	0.750000
Clonal_evolution_82830584.dat	0.000000900000	0.000200000000	1	1	0.000000
Clonal_evolution_82831192.dat	0.000090000000	0.500000000000	1	1	0.000000
Clonal_evolution_82831617.dat	0.000007000000	0.000100000000	7	5	0.800000
Clonal_evolution_8283530.dat	0.000004000000	0.009000	1	1	0.000000
Clonal_evolution_82840616.dat	0.000005000000	0.100000000000	1	1	0.000000
Clonal_evolution_8284368.dat	0.000040000000	0.007000000000	3	2	0.500000
Clonal_evolution_82844516.dat	0.000020000000	0.000600000000	5	4	0.750000
Clonal_evolution_82845987.dat	0.000005000000	0.003000000000	1	1	0.000000
Clonal_evolution_82851239.dat	0.000300000000	0.900000000000	1	1	0.000000
Clonal_evolution_8285828.dat	0.000002000000	0.000100000000	5	4	0.750000
Clonal_evolution_8286246.dat	0.000000300000	0.000800000000	1	1	0.000000
Clonal_evolution_82863968.dat	0.000000500000	0.050000000000	1	1	0.000000
Clonal_evolution_82866294.dat	0.000000400000	0.006000000000	2	1	0.000000
Clonal_evolution_82868678.dat	0.000070000000	0.004000000000	5	3	0.666667
Clonal_evolution_82870152.dat	0.000000100000	0.000600000000	1	1	0.000000
Clonal_evolution_82871914.dat	0.000050000000	0.009000000000	4	3	0.666667
Clonal_evolution_82875264.dat	0.000030000000	0.000900000000	6	4	0.750000
Clonal_evolution_82880685.dat	0.000040000000	0.010000000000	2	1	0.000000
Clonal_evolution_82882735.dat	0.000000700000	0.000800000000	1	1	0.000000
Clonal_evolution_82888164.dat	0.000007000000	0.001000000000	3	2	0.500000
Clonal_evolution_8289027.dat	0.000000200000	0.000800000000	1	1	0.000000
Clonal_evolution_82891271.dat	0.000003000000	0.009000000000	1	1	0.000000
Clonal_evolution_82899987.dat	0.000003000000	0.000400000000	2	1	0.000000
Clonal_evolution_82900221.dat	0.000800000000	0.010000000000	10	8	0.875000
Clonal_evolution_82904403.dat	0.000005000000	0.002000000000	2	1	0.000000
Clonal_evolution_82909327.dat	0.000002000000	0.000800000000	3	2	0.500000
Clonal_evolution_82910725.dat	0.000002000000	0.900000000000	1	1	0.000000
Clonal_evolution_82911375.dat	0.000005000000	0.000300000000	6	4	0.700000
Clonal_evolution_82913309.dat	0.000060000000	0.000900000000	4	3	0.666667
Clonal_evolution_82913610.dat	0.000003000000	0.000700000000	2	1	0.000000
Clonal_evolution_82915584.dat	0.000009000000	0.002000000000	2	1	0.000000
Clonal_evolution_82915857.dat	0.000020000000	0.100000000000	1	1	0.000000
Clonal_evolution_8291619.dat	0.000030000000	0.000800000000	7	5	0.800000
Clonal_evolution_82917760.dat	0.000080000000	0.010000000000	4	3	0.666667
Clonal_evolution_82919129.dat	0.000000900000	0.500000000000	1	1	0.000000
Clonal_evolution_82922254.dat	0.000000900000	0.002000000000	1	1	0.000000
Clonal_evolution_82923227.dat	0.000009000000	0.006000000000	1	1	0.000000
Clonal_evolution_82923331.dat	0.000004000000	0.009000000000	1	1	0.000000
Clonal_evolution_82929327.dat	0.000020	0.000800	5	2	0.375000
Clonal_evolution_82929739.dat	0.000000600000	0.000100000000	2	1	0.000000
Clonal_evolution_82930504.dat	0.000000300000	0.000100000000	1	1	0.000000
Clonal_evolution_82930974.dat	0.000005000000	0.010000000000	1	1	0.000000
Clonal_evolution_82931828.dat	0.000000200000	0.000700000000	1	1	0.000000
Clonal_evolution_8293332.dat	0.000003000000	0.002000000000	2	1	0.000000
Clonal_evolution_82933538.dat	0.000080000000	0.010000000000	3	2	0.500000
Clonal_evolution_82935370.dat	0.000001000000	0.010000000000	1	1	0.000000
Clonal_evolution_82940619.dat	0.000000700000	0.001000000000	2	1	0.000000
Clonal_evolution_82941601.dat	0.000003000000	0.900000000000	1	1	0.000000
Clonal_evolution_82944690.dat	0.000003	0.007000	1	1	0.000000
Clonal_evolution_82945512.dat	0.000020000000	0.000900000000	3	2	0.500000
Clonal_evolution_82950591.dat	0.000004000000	0.006000000000	1	1	0.000000
Clonal_evolution_82951391.dat	0.000001000000	0.006000000000	1	1	0.000000
Clonal_evolution_82951408.dat	0.000000400000	0.010000000000	1	1	0.000000
Clonal_evolution_82956739.dat	0.000000200000	0.900000000000	1	1	0.000000
Clonal_evolution_8295945.dat	0.000070000000	0.050000000000	2	1	0.000000
Clonal_evolution_82959750.dat	0.000010000000	0.000600000000	4	2	0.500000
Clonal_evolution_82960005.dat	0.000000400000	0.100000000000	1	1	0.000000
Clonal_evolution_82971082.dat	0.000000700000	0.500000000000	1	1	0.000000
Clonal_evolution_82973645.dat	0.000000800000	0.000300000000	2	1	0.000000
Clonal_evolution_82974172.dat	0.000000500000	0.000800000000	1	1	0.000000
Clonal_evolution_82978331.dat	0.000070000000	0.000700000000	8	6	0.833333
Clonal_evolution_82983467.dat	0.000004000000	0.100000000000	1	1	0.000000
Clonal_evolution_82983704.dat	0.000007000000	0.000300000000	5	4	0.750000
Clonal_evolution_82984496.dat	0.000060000000	0.050000000000	1	1	0.000000
Clonal_evolution_82984908.dat	0.000000300000	0.000800000000	1	1	0.000000
Clonal_evolution_82989332.dat	0.000000800000	0.000100000000	2	1	0.000000
Clonal_evolution_82993083.dat	0.000000900000	0.100000000000	1	1	0.000000
Clonal_evolution_82994233.dat	0.000000300000	0.010000000000	1	1	0.000000
Clonal_evolution_82995299.dat	0.000003000000	0.009000000000	1	1	0.000000
Clonal_evolution_82996004.dat	0.000500000000	0.001000000000	11	7	0.800000
Clonal_evolution_82996695.dat	0.000000700000	0.100000000000	1	1	0.000000
Clonal_evolution_83002351.dat	0.000001	0.006000	1	1	0.000000
Clonal_evolution_83003295.dat	0.000003000000	0.000100000000	3	1	0.000000
Clonal_evolution_83003604.dat	0.000009000000	0.000200000000	8	5	0.800000
Clonal_evolution_83006311.dat	0.000007000000	0.100000000000	1	1	0.000000
Clonal_evolution_83008612.dat	0.000010000000	0.003000000000	1	1	0.000000
Clonal_evolution_83008734.dat	0.000000400000	0.100000000000	1	1	0.000000
Clonal_evolution_83014093.dat	0.000009000000	0.050000000000	1	1	0.000000
Clonal_evolution_83014157.dat	0.000400000000	0.001000000000	9	6	0.770833
Clonal_evolution_83021376.dat	0.000600000000	0.004000000000	10	7	0.761905
Clonal_evolution_83022943.dat	0.000005000000	0.000400000000	3	2	0.500000
Clonal_evolution_83025178.dat	0.000007000000	0.050000000000	1	1	0.000000
Clonal_evolution_83026100.dat	0.000080000000	0.005000000000	7	6	0.833333
Clonal_evolution_83026996.dat	0.000080000000	0.003000000000	4	3	0.666667
Clonal_evolution_83027242.dat	0.000060000000	0.005000	3	2	0.500000
Clonal_evolution_83028681.dat	0.000030000000	0.000600000000	5	3	0.666667
Clonal_evolution_83029478.dat	0.000040000000	0.007000000000	1	1	0.000000
Clonal_evolution_83033637.dat	0.000080000000	0.000900000000	9	8	0.875000
Clonal_evolution_83034201.dat	0.000060000000	0.000700000000	10	7	0.841270
Clonal_evolution_83038351.dat	0.000000800000	0.000500000000	1	1	0.000000
Clonal_evolution_83038664.dat	0.000005000000	0.004000000000	2	1	0.000000
Clonal_evolution_83041655.dat	0.000600000000	0.000700000000	5	3	0.500000
Clonal_evolution_83044194.dat	0.000060000000	0.006000000000	3	2	0.500000
Clonal_evolution_83045660.dat	0.000009000000	0.000600000000	3	2	0.500000
Clonal_evolution_83045770.dat	0.000000900000	0.900000000000	1	1	0.000000
Clonal_evolution_83046566.dat	0.000000700000	0.004000000000	1	1	0.000000
Clonal_evolution_83047639.dat	0.000005000000	0.003000000000	1	1	0.000000
Clonal_evolution_83048915.dat	0.000000900000	0.000600000000	2	1	0.000000
Clonal_evolution_83049526.dat	0.000004000000	0.006000000000	1	1	0.000000
Clonal_evolution_83052355.dat	0.000050000000	0.001000000000	10	6	0.833333
Clonal_evolution_8305557.dat	0.000080000000	0.000100000000	8	5	0.742857
Clonal_evolution_83055753.dat	0.000003000000	0.007000	1	1	0.000000
Clonal_evolution_83059190.dat	0.000060000000	0.000200000000	9	7	0.857143
Clonal_evolution_83060792.dat	0.000001000000	0.000600000000	1	1	0.000000
Clonal_evolution_83062047.dat	0.000002000000	0.900000000000	1	1	0.000000
Clonal_evolution_83062829.dat	0.000000700000	0.100000000000	1	1	0.000000
Clonal_evolution_83063580.dat	0.000000100000	0.000700000000	1	1	0.000000
Clonal_evolution_8306696.dat	0.000001000000	0.050000000000	1	1	0.000000
Clonal_evolution_83068396.dat	0.000050000000	0.500000000000	1	1	0.000000
